1605499846,15993.5,0.026472,ANY
1605499846,15994.96,0.227,ANY
1605499846,15994.51,0.07,ANY
1605499846,15994.5,0.006957,ANY
1605499846,15994.18,0.012845,ANY
1605499846,15994,0.0375,ANY
1605499846,15994.97,0.0069,ANY
1605499847,15993.21,0.0069,ANY
1605499847,15992.98,0.014742,ANY
1605499847,15992.97,0.336319,ANY
1605499847,15992.98,0.003479,ANY
1605499847,15992.98,0.01373,ANY
1605499847,15992.98,0.012689,ANY
1605499847,15992.97,0.000736,ANY
1605499848,15992.97,0.162945,ANY
1605499848,15992.97,0.0069,ANY
1605499848,15992.7,0.07984,ANY
1605499848,15992.71,0.067413,ANY
1605499849,15992.71,0.001562,ANY
1605499849,15992.7,0.1,ANY
1605499849,15992.7,0.031264,ANY
1605499849,15992.71,0.011888,ANY
1605499849,15992.71,0.0022,ANY
1605499849,15992.71,0.003183,ANY
1605499850,15992.71,0.003627,ANY
1605499850,15992.71,0.010606,ANY
1605499850,15992.71,0.0088,ANY
1605499850,15992.71,0.001821,ANY
1605499851,15992.71,0.059331,ANY
1605499851,15992.71,0.0531,ANY
1605499851,15992.71,0.00167,ANY
1605499851,15992.71,0.00167,ANY
1605499851,15992.71,0.045888,ANY
1605499851,15992.71,0.002,ANY
1605499851,15992.71,0.002437,ANY
1605499851,15992.71,0.001666,ANY
1605499851,15992.71,0.002,ANY
1605499851,15992.71,0.002,ANY
1605499851,15992.85,0.003332,ANY
1605499851,15992.73,0.001666,ANY
1605499851,15992.75,0.001666,ANY
1605499851,15992.85,0.003568,ANY
1605499851,15992.91,0.019788,ANY
1605499851,15992.91,0.003336,ANY
1605499851,15992.98,0.001799,ANY
1605499851,15992.98,0.001765,ANY
1605499851,15992.98,0.00762,ANY
1605499851,15993.1,0.000989,ANY
1605499851,15992.98,0.054881,ANY
1605499851,15993.1,0.00591,ANY
1605499851,15993.1,1e-06,ANY
1605499851,15993.18,0.006899,ANY
1605499851,15994.25,0.0069,ANY
1605499851,15993.18,0.000725,ANY
1605499851,15993.5,0.018369,ANY
1605499851,15994.97,0.01,ANY
1605499851,15994.98,1.839006,ANY
1605499851,15994.98,0.12658,ANY
1605499851,15994.98,0.034414,ANY
1605499851,15994.98,0.001585,ANY
1605499851,15995,0.001501,ANY
1605499851,15995,0.03475,ANY
1605499851,15995,0.001249,ANY
1605499851,15995.21,0.005651,ANY
1605499851,15995.21,0.03127,ANY
1605499851,15995.21,0.033079,ANY
1605499851,15995.22,0.004421,ANY
1605499851,15995.22,0.002479,ANY
1605499851,15995.32,0.004421,ANY
